unfreeze_percentage,cnn_unlock_epoch,zoom_range,optimizer,num_dense_units_2,run_name,num_dense_units_1,base_model,num_dense_layers,activation,height_shift_range,final_val_error,width_shift_range,batch_size,cnn_learning_rate,rotation_range,num_dense_units_0,learning_rate
0.1,20,0.14135563526499922,RMSProp,1024,run_2018-02-08-004139_,1024,MobileNet,3,relu,0.13810844629907396,0.908256880733945,0.2635745327703228,16,0.0001,5,1024,0.001
0.1,20,0.27117514352351024,RMSProp,1024,run_2018-02-08-012648_,1024,MobileNet,3,relu,0.15895987862901878,0.45871559304928566,0.0014098664111166892,16,0.0001,21,1024,0.001
0.1,20,0.16232030190236132,RMSProp,1024,run_2018-02-08-012233_,1024,MobileNet,3,relu,0.13511158237319698,0.908256880733945,0.1783679114071583,16,0.0001,15,1024,0.001
0.1,20,0.16496269494696186,RMSProp,1024,run_2018-02-08-011848_,1024,MobileNet,3,relu,0.13877144139184458,0.29357797290207044,0.10083097669468628,16,0.0001,15,1024,0.001
0.1,20,0.12109353869779138,RMSProp,1024,run_2018-02-08-025336_,1024,MobileNet,3,relu,0.24251971843630749,0.8807339442705889,0.18742432344333135,16,0.0001,15,1024,0.001
0.1,20,0.27975673957344976,RMSProp,1024,run_2018-02-08-023117_,1024,MobileNet,3,relu,0.22408274168560224,0.28440366152229657,0.05493175913468363,16,0.0001,1,1024,0.001
0.1,20,0.19582354903565707,RMSProp,1024,run_2018-02-08-013434_,1024,MobileNet,3,relu,0.1537466174425027,0.4678899055227227,0.13811795248730227,16,0.0001,16,1024,0.001
0.1,20,0.2896801640408217,RMSProp,1024,run_2018-02-08-021807_,1024,MobileNet,3,relu,0.04757545668121786,0.2018348536360155,0.18125668392970537,16,0.0001,18,1024,0.001
0.1,20,0.16496269494696186,RMSProp,1024,run_2018-02-08-004712_,1024,MobileNet,3,relu,0.13877144139184458,0.8532110084907725,0.10083097669468628,16,0.0001,15,1024,0.001
0.1,20,0.007398544567992737,RMSProp,1024,run_2018-02-08-004917_,1024,MobileNet,3,relu,0.2660360274831656,0.9082568803921752,0.22331447984170624,16,0.0001,17,1024,0.001
0.1,20,0.2720439718103586,RMSProp,1024,run_2018-02-08-004248_,1024,MobileNet,3,relu,0.23280015360036319,0.8990825688073394,0.24701432877019489,16,0.0001,13,1024,0.001
0.1,20,0.24939661039526403,RMSProp,1024,run_2018-02-08-012157_,1024,MobileNet,3,relu,0.00835508927636155,0.8807339446123587,0.1916839976013785,16,0.0001,7,1024,0.001
0.1,20,0.06363216394029277,RMSProp,1024,run_2018-02-08-004833_,1024,MobileNet,3,relu,0.14372185134767718,0.8990825684655697,0.10196020872287168,16,0.0001,22,1024,0.001
0.1,20,0.0910061877860351,RMSProp,1024,run_2018-02-08-004604_,1024,MobileNet,3,relu,0.18933577840135124,0.908256880733945,0.06328818831854713,16,0.0001,29,1024,0.001
0.1,20,0.22611978401841168,RMSProp,1024,run_2018-02-08-012018_,1024,MobileNet,3,relu,0.21044627745522687,0.6697247673612122,0.039504974457689676,16,0.0001,12,1024,0.001
0.1,20,0.0529353711973759,RMSProp,1024,run_2018-02-08-015042_,1024,MobileNet,3,relu,0.22903118084078894,0.9266055039036165,0.20748239180053135,16,0.0001,8,1024,0.001
0.1,20,0.1907236129995493,RMSProp,1024,run_2018-02-08-004313_,1024,MobileNet,3,relu,0.2821577384693597,0.8899082568807339,0.2671708557743475,16,0.0001,12,1024,0.001
0.1,20,0.11910221201652249,RMSProp,1024,run_2018-02-08-015510_,1024,MobileNet,3,relu,0.214395445916459,0.8990825684655697,0.188922433771167,16,0.0001,24,1024,0.001
0.1,20,0.1097982373255761,RMSProp,1024,run_2018-02-08-015305_,1024,MobileNet,3,relu,0.021598268442540203,0.8990825688073394,0.29666904555799756,16,0.0001,6,1024,0.001
0.1,20,0.27960953027758667,RMSProp,1024,run_2018-02-08-005029_,1024,MobileNet,3,relu,0.026577439650378887,0.9449541280985972,0.10899958681702572,16,0.0001,29,1024,0.001
0.1,20,0.06888488051534093,RMSProp,1024,run_2018-02-08-022731_,1024,MobileNet,3,relu,0.17559563620197297,0.944954128440367,0.08232299763430574,16,0.0001,2,1024,0.001
0.1,20,0.24939661039526403,RMSProp,1024,run_2018-02-08-013536_,1024,MobileNet,3,relu,0.00835508927636155,0.5779816500090678,0.1916839976013785,16,0.0001,7,1024,0.001
0.1,20,0.07133963455357488,RMSProp,1024,run_2018-02-08-005848_,1024,MobileNet,3,relu,0.20070872806094653,0.7614678895664871,0.17757964774448404,16,0.0001,21,1024,0.001
0.1,20,0.027854923560514954,RMSProp,1024,run_2018-02-08-004503_,1024,MobileNet,3,relu,0.2692685856855347,0.7981651357007683,0.08859129748724714,16,0.0001,13,1024,0.001
0.1,20,0.09063329015686476,RMSProp,1024,run_2018-02-08-022054_,1024,MobileNet,3,relu,0.2209187783653021,0.8990825684655697,0.261857608582667,16,0.0001,3,1024,0.001
0.1,20,0.07220031423690366,RMSProp,1024,run_2018-02-08-014345_,1024,MobileNet,3,relu,0.0718370298945849,0.9174311923187807,0.08494280579182951,16,0.0001,29,1024,0.001
0.1,20,0.17198108335090592,RMSProp,1024,run_2018-02-08-005110_,1024,MobileNet,3,relu,0.2958153675311545,0.8990825681237999,0.11374951777103597,16,0.0001,2,1024,0.001
0.1,20,0.28010098867379085,RMSProp,1024,run_2018-02-08-013159_,1024,MobileNet,3,relu,0.199642843109387,0.9174311923187807,0.11563923290670897,16,0.0001,8,1024,0.001
0.1,20,0.2398281834233183,RMSProp,1024,run_2018-02-08-005713_,1024,MobileNet,3,relu,0.17091838512933874,0.908256880733945,0.04186557313644089,16,0.0001,12,1024,0.001
0.1,20,0.13075701221358105,RMSProp,1024,run_2018-02-08-005522_,1024,MobileNet,3,relu,0.12759064479366153,0.8899082561971945,0.22194622250620433,16,0.0001,12,1024,0.001
0.1,20,0.07113980342575611,RMSProp,1024,run_2018-02-08-022829_,1024,MobileNet,3,relu,0.17116670716136723,0.8990825688073394,0.1560691549076433,16,0.0001,9,1024,0.001
0.1,20,0.21079464215647106,RMSProp,1024,run_2018-02-08-005623_,1024,MobileNet,3,relu,0.1146762964738069,0.8623853207591476,0.024401638478138078,16,0.0001,15,1024,0.001
0.1,20,0.26604230827819897,RMSProp,1024,run_2018-02-08-005611_,1024,MobileNet,3,relu,0.1645514121069154,0.7889908243209944,0.02442735116966983,16,0.0001,19,1024,0.001
0.1,20,0.20855240398430377,RMSProp,1024,run_2018-02-08-005221_,1024,MobileNet,3,relu,0.03357349097249068,0.8807339446123587,0.059363817246534556,16,0.0001,15,1024,0.001
0.1,20,0.0972150542279289,RMSProp,1024,run_2018-02-08-004613_,1024,MobileNet,3,relu,0.10575851904636585,0.9174311923187807,0.11057007690748492,16,0.0001,27,1024,0.001
0.1,20,0.20179029081759234,RMSProp,1024,run_2018-02-08-015100_,1024,MobileNet,3,relu,0.22887733713825392,0.9174311926605505,0.26578762589065286,16,0.0001,24,1024,0.001
0.1,20,0.07898504717025713,RMSProp,1024,run_2018-02-08-005559_,1024,MobileNet,3,relu,0.2944653532116982,0.9174311923187807,0.08415840414859886,16,0.0001,23,1024,0.001
0.1,20,0.1770426900513843,RMSProp,1024,run_2018-02-08-012400_,1024,MobileNet,3,relu,0.29397807167133266,0.917431191977011,0.04405954034885053,16,0.0001,2,1024,0.001
0.1,20,0.18153646506556478,RMSProp,1024,run_2018-02-08-013554_,1024,MobileNet,3,relu,0.06975385186860898,0.8899082561971945,0.24232018107719944,16,0.0001,10,1024,0.001
0.1,20,0.27273588267318444,RMSProp,1024,run_2018-02-08-021327_,1024,MobileNet,3,relu,0.2954868630091754,0.9174311923187807,0.17399761473223116,16,0.0001,24,1024,0.001
0.1,20,0.16493330669384715,RMSProp,1024,run_2018-02-08-010059_,1024,MobileNet,3,relu,0.16632257602954048,0.9174311926605505,0.19050909046821804,16,0.0001,19,1024,0.001
0.1,20,0.16496269494696186,RMSProp,1024,run_2018-02-08-005332_,1024,MobileNet,3,relu,0.13877144139184458,0.8532110088325422,0.10083097669468628,16,0.0001,15,1024,0.001
0.1,20,0.27159772193579995,RMSProp,1024,run_2018-02-08-004156_,1024,MobileNet,3,relu,0.2009706898365782,0.8532110084907725,0.1250539007338404,16,0.0001,1,1024,0.001
0.1,20,0.05114327814441925,RMSProp,1024,run_2018-02-08-012612_,1024,MobileNet,3,relu,0.07991669926931329,0.935779815830222,0.03361984261163618,16,0.0001,19,1024,0.001
0.1,20,0.17583641247662857,RMSProp,1024,run_2018-02-08-004547_,1024,MobileNet,3,relu,0.005964620898050543,0.9082568800504054,0.18535513059887068,16,0.0001,11,1024,0.001
0.1,20,0.1925596751186663,RMSProp,1024,run_2018-02-08-005309_,1024,MobileNet,3,relu,0.25550190114970855,0.908256880733945,0.1898431975786028,16,0.0001,7,1024,0.001
0.1,20,0.2375080900915877,RMSProp,1024,run_2018-02-08-004231_,1024,MobileNet,3,relu,0.04999969014474424,0.926605504587156,0.2177863609031552,16,0.0001,13,1024,0.001
0.1,20,0.18407699908687689,RMSProp,1024,run_2018-02-08-005321_,1024,MobileNet,3,relu,0.23917873942650025,0.8990825688073394,0.23721551906578922,16,0.0001,16,1024,0.001
0.1,20,0.07066753719742173,RMSProp,1024,run_2018-02-08-004934_,1024,MobileNet,3,relu,0.13607766408370095,0.9541284403669725,0.0945562119887112,16,0.0001,5,1024,0.001
0.1,20,0.03942036261362738,RMSProp,1024,run_2018-02-08-012119_,1024,MobileNet,3,relu,0.2780348838315061,0.8899082561971945,0.19020944289478864,16,0.0001,15,1024,0.001
0.1,20,0.048606780891215735,RMSProp,1024,run_2018-02-08-010713_,1024,MobileNet,3,relu,0.2812133612126201,0.8899082561971945,0.2754938451500921,16,0.0001,27,1024,0.001
0.1,20,0.1292406036350577,RMSProp,1024,run_2018-02-08-012342_,1024,MobileNet,3,relu,0.14749412090271413,0.9082568800504054,0.11854127992869046,16,0.0001,8,1024,0.001
0.1,20,0.2786909173940617,RMSProp,1024,run_2018-02-08-005256_,1024,MobileNet,3,relu,0.012488664018048523,0.8807339446123587,0.10152767679533303,16,0.0001,7,1024,0.001
0.1,20,0.2478138699769601,RMSProp,1024,run_2018-02-08-005647_,1024,MobileNet,3,relu,0.07993779099945421,0.8165137595539793,0.05737390579834989,16,0.0001,7,1024,0.001
0.1,20,0.13319584803641926,RMSProp,1024,run_2018-02-08-020900_,1024,MobileNet,3,relu,0.019549548550742733,0.8899082561971945,0.1146480643501685,16,0.0001,4,1024,0.001
0.1,20,0.11894266327461084,RMSProp,1024,run_2018-02-08-013301_,1024,MobileNet,3,relu,0.03530174930522142,0.35779816185662505,0.018178277551122533,16,0.0001,27,1024,0.001
0.1,20,0.08060519191588973,RMSProp,1024,run_2018-02-08-012554_,1024,MobileNet,3,relu,0.2852812235635229,0.8899082561971945,0.08398430582036977,16,0.0001,29,1024,0.001
0.1,20,0.0544680054724625,RMSProp,1024,run_2018-02-08-020006_,1024,MobileNet,3,relu,0.27893676781022136,0.8532110088325422,0.24958509857374458,16,0.0001,18,1024,0.001
0.1,20,0.19582354903565707,RMSProp,1024,run_2018-02-08-012213_,1024,MobileNet,3,relu,0.1537466174425027,0.6972477057384788,0.13811795248730227,16,0.0001,16,1024,0.001
0.1,20,0.1554912340457438,RMSProp,1024,run_2018-02-08-011308_,1024,MobileNet,3,relu,0.055980105879955895,0.9266055042453862,0.27140720440487426,16,0.0001,18,1024,0.001
0.1,20,0.24569264598264162,RMSProp,1024,run_2018-02-08-004944_,1024,MobileNet,3,relu,0.08064844919123144,0.917431191977011,0.19997276050672094,16,0.0001,18,1024,0.001
0.1,20,0.1830470225361839,RMSProp,1024,run_2018-02-08-011925_,1024,MobileNet,3,relu,0.2948960216490996,0.9082568803921752,0.2558343595454115,16,0.0001,1,1024,0.001
0.1,20,0.08673706539427685,RMSProp,1024,run_2018-02-08-012524_,1024,MobileNet,3,relu,0.006472588608813589,0.8348623834071903,0.11403795300175668,16,0.0001,6,1024,0.001
0.1,20,0.24939661039526403,RMSProp,1024,run_2018-02-08-013946_,1024,MobileNet,3,relu,0.00835508927636155,0.8348623846375613,0.1916839976013785,16,0.0001,7,1024,0.001
0.1,20,0.05625989802678289,RMSProp,1024,run_2018-02-08-012506_,1024,MobileNet,3,relu,0.2778391871846215,0.908256880733945,0.11164664524363475,16,0.0001,24,1024,0.001
0.1,20,0.18204725009735984,RMSProp,1024,run_2018-02-08-005635_,1024,MobileNet,3,relu,0.10326478016481323,0.8990825684655697,0.07883966409860407,16,0.0001,5,1024,0.001
0.1,20,0.1554912340457438,RMSProp,1024,run_2018-02-08-004757_,1024,MobileNet,3,relu,0.055980105879955895,0.8990825684655697,0.27140720440487426,16,0.0001,18,1024,0.001
0.1,20,0.2478138699769601,RMSProp,1024,run_2018-02-08-010155_,1024,MobileNet,3,relu,0.07993779099945421,0.9357798161719917,0.05737390579834989,16,0.0001,7,1024,0.001
0.1,20,0.11894266327461084,RMSProp,1024,run_2018-02-08-012744_,1024,MobileNet,3,relu,0.03530174930522142,0.8440366965641669,0.018178277551122533,16,0.0001,27,1024,0.001
0.1,20,0.1554912340457438,RMSProp,1024,run_2018-02-08-010349_,1024,MobileNet,3,relu,0.055980105879955895,0.8899082561971945,0.27140720440487426,16,0.0001,18,1024,0.001
0.1,20,0.10406673971259911,RMSProp,1024,run_2018-02-08-010317_,1024,MobileNet,3,relu,0.16281275623599978,0.917431191977011,0.2554856560959731,16,0.0001,28,1024,0.001
0.1,20,0.28119196607715585,RMSProp,1024,run_2018-02-08-005420_,1024,MobileNet,3,relu,0.2803315506147701,0.8715596326857532,0.23146508110237024,16,0.0001,26,1024,0.001
0.1,20,0.07277463752878027,RMSProp,1024,run_2018-02-08-022926_,1024,MobileNet,3,relu,0.08525220787639172,0.8807339446123587,0.08314477082785617,16,0.0001,23,1024,0.001
0.1,20,0.07175380751463886,RMSProp,1024,run_2018-02-08-015710_,1024,MobileNet,3,relu,0.14768346135637525,0.8807339430402178,0.0598364384924379,16,0.0001,3,1024,0.001
0.1,20,0.2577155941680759,RMSProp,1024,run_2018-02-08-021616_,1024,MobileNet,3,relu,0.21515456626348095,0.5137614580469394,0.11547142144233034,16,0.0001,22,1024,0.001
0.1,20,0.07220031423690366,RMSProp,1024,run_2018-02-08-012803_,1024,MobileNet,3,relu,0.0718370298945849,0.8715596330275229,0.08494280579182951,16,0.0001,29,1024,0.001
0.1,20,0.24056903824058942,RMSProp,1024,run_2018-02-08-004454_,1024,MobileNet,3,relu,0.1903141707539142,0.8807339442705889,0.06472760991621708,16,0.0001,30,1024,0.001
0.1,20,0.24939661039526403,RMSProp,1024,run_2018-02-08-013110_,1024,MobileNet,3,relu,0.00835508927636155,0.8532110088325422,0.1916839976013785,16,0.0001,7,1024,0.001
0.1,20,0.1323723213121055,RMSProp,1024,run_2018-02-08-012858_,1024,MobileNet,3,relu,0.05758146763683881,0.8807339442705889,0.2530961711617583,16,0.0001,21,1024,0.001
0.1,20,0.07277463752878027,RMSProp,1024,run_2018-02-08-023855_,1024,MobileNet,3,relu,0.08525220787639172,0.8623853191870068,0.08314477082785617,16,0.0001,23,1024,0.001
0.1,20,0.019811710971386252,RMSProp,1024,run_2018-02-08-025146_,1024,MobileNet,3,relu,0.010588253820720993,0.4128440268542788,0.04220414824996541,16,0.0001,17,1024,0.001
0.1,20,0.027854923560514954,RMSProp,1024,run_2018-02-08-005725_,1024,MobileNet,3,relu,0.2692685856855347,0.8715596311136123,0.08859129748724714,16,0.0001,13,1024,0.001
0.1,20,0.05417775790843132,RMSProp,1024,run_2018-02-08-011511_,1024,MobileNet,3,relu,0.030331463660182842,0.8715596323439834,0.2720961827291326,16,0.0001,23,1024,0.001
0.1,20,0.28010098867379085,RMSProp,1024,run_2018-02-08-012000_,1024,MobileNet,3,relu,0.199642843109387,0.8440366969059366,0.11563923290670897,16,0.0001,8,1024,0.001
0.1,20,0.21079464215647106,RMSProp,1024,run_2018-02-08-010136_,1024,MobileNet,3,relu,0.1146762964738069,0.8990825684655697,0.024401638478138078,16,0.0001,15,1024,0.001
0.1,20,0.1497256672944101,RMSProp,1024,run_2018-02-08-004654_,1024,MobileNet,3,relu,0.23689813426781886,0.8715596323439834,0.08980045348920065,16,0.0001,29,1024,0.001
0.1,20,0.0544680054724625,RMSProp,1024,run_2018-02-08-020420_,1024,MobileNet,3,relu,0.27893676781022136,0.9082568803921752,0.24958509857374458,16,0.0001,18,1024,0.001
0.1,20,0.2826394970517304,RMSProp,1024,run_2018-02-08-004748_,1024,MobileNet,3,relu,0.2312788442246552,0.8348623846375613,0.19708180693048902,16,0.0001,19,1024,0.001
0.1,20,0.09370818959097381,RMSProp,1024,run_2018-02-08-004330_,1024,MobileNet,3,relu,0.19647660838359182,0.8623853204173779,0.010574426183393737,16,0.0001,18,1024,0.001
0.1,20,0.0626846607384814,RMSProp,1024,run_2018-02-08-005058_,1024,MobileNet,3,relu,0.07350793958618426,0.9357798161719917,0.15473956855535756,16,0.0001,14,1024,0.001
0.1,20,0.06712049299602381,RMSProp,1024,run_2018-02-08-004428_,1024,MobileNet,3,relu,0.07029728963773656,0.9082568803921752,0.22359041073740923,16,0.0001,26,1024,0.001
0.1,20,0.07008243340968556,RMSProp,1024,run_2018-02-08-005011_,1024,MobileNet,3,relu,0.15488460932225517,0.9082568803921752,0.29882893657577886,16,0.0001,25,1024,0.001
0.1,20,0.26604230827819897,RMSProp,1024,run_2018-02-08-011105_,1024,MobileNet,3,relu,0.1645514121069154,0.8990825688073394,0.02442735116966983,16,0.0001,19,1024,0.001
0.1,20,0.21126223713624,RMSProp,1024,run_2018-02-08-012029_,1024,MobileNet,3,relu,0.2536460763674545,0.8990825684655697,0.11673791293852785,16,0.0001,14,1024,0.001
0.1,20,0.198602964967529,RMSProp,1024,run_2018-02-08-005046_,1024,MobileNet,3,relu,0.21239769737422703,0.9082568800504054,0.08555375226261919,16,0.0001,10,1024,0.001
0.1,20,0.1431544670357832,RMSProp,1024,run_2018-02-08-011913_,1024,MobileNet,3,relu,0.04999001191907378,0.8256880720274165,0.153883124598156,16,0.0001,18,1024,0.001
0.1,20,0.27159772193579995,RMSProp,1024,run_2018-02-08-010525_,1024,MobileNet,3,relu,0.2009706898365782,0.8990825684655697,0.1250539007338404,16,0.0001,1,1024,0.001
0.1,20,0.13892020422354648,RMSProp,1024,run_2018-02-08-004703_,1024,MobileNet,3,relu,0.17847713167032794,0.8715596323439834,0.15587676882755072,16,0.0001,10,1024,0.001
0.1,20,0.04666415236004886,RMSProp,1024,run_2018-02-08-004926_,1024,MobileNet,3,relu,0.028313335836246876,0.8990825688073394,0.07140658218177372,16,0.0001,23,1024,0.001
0.1,20,0.16496269494696186,RMSProp,1024,run_2018-02-08-005924_,1024,MobileNet,3,relu,0.13877144139184458,0.8715596311136123,0.10083097669468628,16,0.0001,15,1024,0.001
0.1,20,0.26164630412892176,RMSProp,1024,run_2018-02-08-004730_,1024,MobileNet,3,relu,0.14532077028383056,0.8990825688073394,0.18453558640520332,16,0.0001,29,1024,0.001
0.1,20,0.24056903824058942,RMSProp,1024,run_2018-02-08-005146_,1024,MobileNet,3,relu,0.1903141707539142,0.8440366969059366,0.06472760991621708,16,0.0001,30,1024,0.001
0.1,20,0.12504350520228397,RMSProp,1024,run_2018-02-08-015810_,1024,MobileNet,3,relu,0.16745226034218497,0.9174311926605505,0.17353370372908675,16,0.0001,26,1024,0.001
0.1,20,0.17198108335090592,RMSProp,1024,run_2018-02-08-004815_,1024,MobileNet,3,relu,0.2958153675311545,0.8990825674402605,0.11374951777103597,16,0.0001,2,1024,0.001
0.1,20,0.11894266327461084,RMSProp,1024,run_2018-02-08-013652_,1024,MobileNet,3,relu,0.03530174930522142,0.3211009092287186,0.018178277551122533,16,0.0001,27,1024,0.001
0.1,20,0.22611978401841168,RMSProp,1024,run_2018-02-08-012725_,1024,MobileNet,3,relu,0.21044627745522687,0.8990825668934288,0.039504974457689676,16,0.0001,12,1024,0.001
0.1,20,0.04131879257357494,RMSProp,1024,run_2018-02-08-013128_,1024,MobileNet,3,relu,0.2128953131885902,0.8899082561971945,0.14261295030314206,16,0.0001,1,1024,0.001
0.1,20,0.0544680054724625,RMSProp,1024,run_2018-02-08-014948_,1024,MobileNet,3,relu,0.27893676781022136,0.8715596323439834,0.24958509857374458,16,0.0001,18,1024,0.001
0.1,20,0.08673706539427685,RMSProp,1024,run_2018-02-08-012839_,1024,MobileNet,3,relu,0.006472588608813589,0.8807339430402178,0.11403795300175668,16,0.0001,6,1024,0.001
0.1,20,0.16493330669384715,RMSProp,1024,run_2018-02-08-005534_,1024,MobileNet,3,relu,0.16632257602954048,0.7064220164347133,0.19050909046821804,16,0.0001,19,1024,0.001
0.1,20,0.07054688775128078,RMSProp,1024,run_2018-02-08-013505_,1024,MobileNet,3,relu,0.1814829523522835,0.9082568803921752,0.20384039339975438,16,0.0001,26,1024,0.001
0.1,20,0.27159772193579995,RMSProp,1024,run_2018-02-08-005344_,1024,MobileNet,3,relu,0.2009706898365782,0.6880733901207601,0.1250539007338404,16,0.0001,1,1024,0.001
0.1,20,0.10406673971259911,RMSProp,1024,run_2018-02-08-005755_,1024,MobileNet,3,relu,0.16281275623599978,0.8348623849793312,0.2554856560959731,16,0.0001,28,1024,0.001
0.1,20,0.07175380751463886,RMSProp,1024,run_2018-02-08-020829_,1024,MobileNet,3,relu,0.14768346135637525,0.917431191977011,0.0598364384924379,16,0.0001,3,1024,0.001
0.1,20,0.08673706539427685,RMSProp,1024,run_2018-02-08-013403_,1024,MobileNet,3,relu,0.006472588608813589,0.9082568793668659,0.11403795300175668,16,0.0001,6,1024,0.001
0.1,20,0.18204725009735984,RMSProp,1024,run_2018-02-08-005038_,1024,MobileNet,3,relu,0.10326478016481323,0.8256880727109559,0.07883966409860407,16,0.0001,5,1024,0.001
0.1,20,0.2896801640408217,RMSProp,1024,run_2018-02-08-021003_,1024,MobileNet,3,relu,0.04757545668121786,0.8623853207591476,0.18125668392970537,16,0.0001,18,1024,0.001
0.1,20,0.07220031423690366,RMSProp,1024,run_2018-02-08-013749_,1024,MobileNet,3,relu,0.0718370298945849,0.22018347858288967,0.08494280579182951,16,0.0001,29,1024,0.001
0.1,20,0.27009628288518506,RMSProp,1024,run_2018-02-08-004538_,1024,MobileNet,3,relu,0.23358461974869946,0.8532110084907725,0.11959684796990215,16,0.0001,1,1024,0.001
0.1,20,0.07054688775128078,RMSProp,1024,run_2018-02-08-013016_,1024,MobileNet,3,relu,0.1814829523522835,0.8623853204173779,0.20384039339975438,16,0.0001,26,1024,0.001
0.1,20,0.05417775790843132,RMSProp,1024,run_2018-02-08-012956_,1024,MobileNet,3,relu,0.030331463660182842,0.8899082568807339,0.2720961827291326,16,0.0001,23,1024,0.001
0.1,20,0.18407699908687689,RMSProp,1024,run_2018-02-08-004205_,1024,MobileNet,3,relu,0.23917873942650025,0.8165137595539793,0.23721551906578922,16,0.0001,16,1024,0.001
0.1,20,0.12081999734874033,RMSProp,1024,run_2018-02-08-013052_,1024,MobileNet,3,relu,0.26959791162457786,0.8899082561971945,0.051757326846408144,16,0.0001,27,1024,0.001
0.1,20,0.10564373781952031,RMSProp,1024,run_2018-02-08-004556_,1024,MobileNet,3,relu,0.12042643825596108,0.8990825684655697,0.270799763698834,16,0.0001,2,1024,0.001
0.1,20,0.2384660231623512,RMSProp,1024,run_2018-02-08-024954_,1024,MobileNet,3,relu,0.2980104751382974,0.9082568803921752,0.046380879023579215,16,0.0001,9,1024,0.001
0.1,20,0.26604230827819897,RMSProp,1024,run_2018-02-08-010118_,1024,MobileNet,3,relu,0.1645514121069154,0.8440366958806274,0.02442735116966983,16,0.0001,19,1024,0.001
0.1,20,0.1925596751186663,RMSProp,1024,run_2018-02-08-004412_,1024,MobileNet,3,relu,0.25550190114970855,0.6972477045081078,0.1898431975786028,16,0.0001,7,1024,0.001
0.1,20,0.09319607640086526,RMSProp,1024,run_2018-02-08-020452_,1024,MobileNet,3,relu,0.21761344278452777,0.9266055039036165,0.10735915275602026,16,0.0001,6,1024,0.001
0.1,20,0.02557974753658554,RMSProp,1024,run_2018-02-08-015024_,1024,MobileNet,3,relu,0.2965363187135649,0.8532110072604013,0.14542931487863642,16,0.0001,14,1024,0.001
