loss,acc,val_loss,val_acc
2.332067235071856,0.1203007528880485,2.2549272775650024,0.15625
2.2302554263208147,0.15789474039933735,2.223076099819607,0.13333333416117563
2.160145950317383,0.22758620828390122,2.2461524910397,0.20000000165568457
2.0938257254844856,0.2644628091784548,2.1980485916137695,0.171875
1.9612250328063965,0.4068965405225754,2.1517859035068088,0.35555555621782936
2.001097793865921,0.3533834602151598,2.119582849078708,0.3333333412806193
1.855087975810345,0.4135338274159826,2.026315212249756,0.328125
1.8058237644066488,0.4511278215655707,2.2020890129937065,0.2222222238779068
1.7721325635910035,0.4551724076271057,2.241492266125149,0.1111111119389534
1.7687822383149225,0.38345864079052344,2.0409448742866516,0.265625
1.6279138147382808,0.5563909698249703,2.0979329347610474,0.17777777810891468
1.6889858631263102,0.4586466154209653,1.975722116894192,0.17777777943346235
1.5595517687331466,0.5263157908181498,1.9841843843460083,0.296875
1.5546303808240962,0.5187969931534359,2.0457364506191675,0.22222222255335913
1.5470082706078552,0.5413533812178705,1.9084997283087837,0.2888888895511627
1.438947892189026,0.5862068951129913,1.9209011793136597,0.28125
1.4648128514899348,0.5413533843549571,2.1879617161220972,0.15555555721124012
1.3637966527078385,0.5939849754025165,1.970397867096795,0.2888888895511627
1.3243833636879025,0.5714285723248819,1.9632935523986816,0.296875
1.360439157485962,0.5586206793785096,1.673102741771274,0.4444444477558136
1.3290012335974324,0.512396703574283,1.9455139875411986,0.2888888908757104
1.2131412982940675,0.6827586174011231,1.9704627394676208,0.28125
1.253185064272773,0.631578942214636,1.8558829440010918,0.26666666865348815
1.2538502727236067,0.6390977441368246,1.9852274497350058,0.3111111130979326
1.2140185474453116,0.6240601465666205,1.9768564701080322,0.3125
1.2994500179039805,0.5639097733157021,1.7680843035380045,0.3333333353201548
1.0951311707496643,0.6344827532768249,1.7718990908728705,0.3111111127667957
1.0532744804719336,0.7368420989889848,1.8705286383628845,0.28125
1.042377197742462,0.7586206912994384,1.7968344344033136,0.26666666997803584
1.1126765200966282,0.7218045025391686,1.8347939941618177,0.31111111905839706
0.9944030120353068,0.7685950516669218,1.80286306142807,0.296875
0.893222177028656,0.7862069010734558,1.8474932670593263,0.33333333366447027
0.9652489056264547,0.8045112732657813,1.9498825709025065,0.2222222230500645
0.9354867258466276,0.7669172941293931,1.8835566639900208,0.265625
0.8186878665049273,0.8195488582876392,1.6517809602949354,0.37777777976459925
0.907309923853193,0.7744360956034266,1.899007256825765,0.24444444610012903
0.8835081577301025,0.7448275923728943,1.8230381608009338,0.28125
0.8082868667473471,0.8270676763434159,1.743231585290697,0.33333333399560716
0.811415990492455,0.8421052653986708,1.763823692003886,0.31111111442248024
0.8477980409349714,0.8345864773692941,1.8013300895690918,0.296875
0.7867244737488883,0.8045112732657813,1.6425236860911052,0.3333333353201548
0.7636834383010864,0.8275862097740173,1.8847692171732584,0.3111111127667957
