hyperband_incumbent_trajectory
0.9633027519518083
0.9082568803921752
0.875
0.84375
0.828125
0.796875
0.7532467470540629
0.71875
0.6513761448750802
0.5194805163841743
0.4678899060695543
0.40366972148965263
0.34375
0.3302752255299769
0.3125
0.21875
0.21875
