loss,acc,val_loss,val_acc
2.2567251988819668,0.24285714881760734,2.118858987634832,0.2337662357014495
1.502945876121521,0.5714285867554801,1.8414418883137889,0.2597402616754755
1.1364299825259618,0.7272727404321943,1.547234163655863,0.4545454599640586
0.8946436719288902,0.753968252076043,1.5308257991617376,0.454545455706584
0.7079498316560473,0.8642857526029859,1.4675942581969421,0.4675324729510716
0.5261963350432259,0.9350649544170925,1.1059268759442615,0.6623376662080939
0.5062653618199485,0.9142857330186026,0.9963853483076219,0.6623376739489568
0.3197371904339109,0.9714285850524902,1.0272556589795399,0.6363636417822405
0.33046937521014896,0.9214285952704293,0.9193734635006298,0.6883117022452416
0.22846900671720505,0.9714285850524902,0.8467393401381257,0.740259744904258
0.1560806365949767,0.9935064996991839,0.9389081434770064,0.6493506539951671
0.12302440064293997,1.0,0.8880593366437144,0.6883117022452416
0.104287922169481,1.0,0.7643253648435915,0.6883116921821197
0.14765155185309667,0.9920634996323359,0.9459448665767521,0.675324687710056
0.09148075192102365,0.9928571496691022,0.8074817657470703,0.7142857251229224
0.1271996604544776,0.9870129993983677,0.7403530699092072,0.7532467648580476
0.07989579314099891,0.9928571496691022,0.634063006221474,0.7142857181561457
0.06923188721495015,1.0,0.7787180179125303,0.6883116929562061
0.04386387493993555,1.0,0.7596857907710137,0.7402597510969484
0.06086845602840185,0.9935064996991839,0.7388227496828351,0.7272727303690725
0.02470030106071915,1.0,0.7876184915567374,0.6623376677562665
0.05896801742325936,0.9857142899717604,0.7838778913795174,0.7402597441301717
0.01746100176657949,1.0,0.7968273604070986,0.7402597441301717
0.014193395551826273,1.0,0.7249176293224483,0.7532467648580476
0.011089313608993377,1.0,0.6552652662450617,0.7662337770709744
0.022551745043269227,1.0,0.8589913287720123,0.6753246799691931
0.018012024166565093,1.0,0.6946347851257819,0.7532467547949259
0.013363108304994447,1.0,0.6733496328452965,0.766233770878284
0.014204610990626471,1.0,0.7198835479748713,0.766233778619147
0.012358482966997793,1.0,0.8208277101640578,0.727272739658108
0.01811237238081438,1.0,0.81102463022455,0.740259752645121
0.01049860447113003,1.0,0.9005121968009255,0.7272727311431587
