loss,acc,val_loss,val_acc
2.3025273084640503,0.12962963183720908,2.3051021099090576,0.203125
2.370829224586487,0.1543209912876288,2.2548224925994873,0.125
2.2100099325180054,0.2407407450179259,2.316114068031311,0.140625
2.240447163581848,0.19753086318572363,2.1732585430145264,0.140625
2.2946293354034424,0.11728395521640778,2.2637312412261963,0.109375
2.2710131406784058,0.12345679228504498,2.2473230361938477,0.09375
2.2322558959325156,0.14814814801017442,2.1999733448028564,0.25
2.161119302113851,0.19135802735884985,2.10981822013855,0.15625
2.0981165170669556,0.2345679017404715,3.61871600151062,0.171875
2.2122018337249756,0.21604938556750616,2.0732008814811707,0.28125
2.1133938233057656,0.24074074998497963,2.2152349948883057,0.125
2.0889734824498496,0.22222222511967024,2.225491523742676,0.25
1.9991939663887024,0.2777777860562007,2.273664355278015,0.265625
1.9728416005770366,0.24691358705361685,2.40297794342041,0.25
1.9547435839970906,0.24691358705361685,2.47636878490448,0.28125
1.9161235094070435,0.29012346019347507,2.3143376111984253,0.296875
1.8748563130696614,0.3024691392978032,2.230134129524231,0.3125
1.8926486372947693,0.32098766167958576,2.34869647026062,0.28125
1.881829599539439,0.31481481591860455,2.2020812034606934,0.28125
1.8402302265167236,0.29629629974563915,2.1084227561950684,0.3125
1.8785368204116821,0.2530864228804906,2.132700204849243,0.28125
1.881946623325348,0.2839506243666013,2.1214981079101562,0.28125
1.8481969237327576,0.29629630347092945,1.9618151187896729,0.296875
1.8258394598960876,0.2962963084379832,2.1106584072113037,0.25
1.8257750074068706,0.2777777810891469,1.9552759528160095,0.296875
1.8204514781634014,0.3086419776082039,2.044324278831482,0.25
1.7976723313331604,0.31481482088565826,2.07117623090744,0.28125
1.8046023448308308,0.3024691417813301,2.066684603691101,0.28125
1.7961178024609883,0.29629629850387573,2.0455715656280518,0.296875
1.7751972675323486,0.31481483081976575,2.055008292198181,0.265625
1.7647996544837952,0.3024691417813301,1.9237319231033325,0.296875
1.7627048095067341,0.31481481716036797,1.938974380493164,0.3125
