loss,acc,val_loss,val_acc
5.356991894477237,0.13274336560110075,9.68106460571289,0.0625
7.752953211466472,0.07482993230223656,3.063225269317627,0.125
3.265518973145304,0.16455696994745278,2.4304516315460205,0.1538461595773697
2.3322619597117105,0.10884353518486023,2.3547840118408203,0.09375
2.2892232510895854,0.1769911547282101,2.623121976852417,0.125
2.5443037350972495,0.10884354015191396,2.152538299560547,0.1538461595773697
2.3349932168437317,0.08849557825421865,2.387669563293457,0.125
2.383337371117246,0.10619469277099171,2.3518669605255127,0.0625
2.346177634939683,0.10619468808965346,2.301898717880249,0.0
2.237969477971395,0.14965986708799997,2.1901907920837402,0.25
2.2751975797973905,0.16814159687641447,2.306891441345215,0.09375
2.160577339408672,0.24778761167441848,2.312326669692993,0.23076923191547394
2.1257627805074057,0.37414966026941937,2.052258014678955,0.25
2.0009575478638273,0.3544303908755508,2.31455397605896,0.0625
2.0700910112499136,0.23008849227850417,2.588731288909912,0.07692307978868484
2.10771381855011,0.2176870753367742,2.024576187133789,0.3125
